Ident,runway,city,state,type,predicted_MTBO,projected_MTBO,last_MTBO,hours_since_last_outage,region,tier\n
Ident,runway,city,state,type,predicted_MTBO,projected_MTBO,last_MTBO,hours_since_last_outage,region,tier\n
Ident,runway,city,state,type,predicted_MTBO,projected_MTBO,last_MTBO,hours_since_last_outage,region,tier\n
Ident,runway,city,state,type,predicted_MTBO,projected_MTBO,last_MTBO,hours_since_last_outage,region,tier
JLN,13,JOPLIN,MO,LOC,4982,6277,5331,1038,CE,3,2710
JLS,05,PETERSBURG,VA,LOC,230328,-1,-1,230328,EA,X,2710
JMJ,28L,PORTLAND,OR,GS,6820,6617,5674,7686,NM,2,2710
JMJ,28L,PORTLAND,OR,LOC,6235,6962,5758,6719,NM,2,2710
JMS,31,JAMESTOWN,ND,GS,5858,4024,5579,1637,GL,3,2710
JMS,31,JAMESTOWN,ND,LOC,3375,3386,1098,11431,GL,3,2710
JNE,26,JUNEAU,WI,LOC,47236,17105,57611,5738,GL,X,2710
JNK,32,MUNCIE,IN,GS,2915,2894,2559,4856,GL,3,2710
JNK,32,MUNCIE,IN,LOC,8467,9027,8386,4088,GL,3,2710
JNN,22R,NEWARK,NJ,GS,9945,12252,9821,631,EA,1,2710
JNN,22R,NEWARK,NJ,LOC,18287,18581,14988,19251,EA,1,2710
JNX,03,SMITHFIELD,NC,GS,52044,49250,66023,10108,EA,X,2710
JNX,03,SMITHFIELD,NC,LOC,6859,6699,9094,4055,EA,X,2710
JOC,22R,JAMAICA,NY,GS,5779,5921,603,26186,EA,1,2710
JOC,22R,JAMAICA,NY,LOC,8995,8631,6954,10203,EA,1,2710
JOU,21,SIOUX FALLS,SD,GS,8071,9023,7071,12466,GL,3,2710
JOU,21,SIOUX FALLS,SD,LOC,11312,10468,9002,11595,GL,3,2710
JOY,26,DENVER,CO,GS,28817,13317,34004,13256,NM,1,2710
JOY,26,DENVER,CO,LOC,57636,54776,90279,24992,NM,1,2710
JQF,20,CONCORD,NC,GS,10791,12113,11690,14076,SO,3,2710
JQF,20,CONCORD,NC,LOC,21970,23311,23837,19473,SO,3,2710
JQH,02,ROMEOVILLE,IL,LOC,135264,-1,-1,135264,GL,X,2710
JQX,18,JOPLIN,MO,GS,4204,3940,3938,6439,CE,3,2710
JQX,18,JOPLIN,MO,LOC,4528,4094,3928,6439,CE,3,2710
JRT,19R,TAMPA,FL,GS,17964,17276,13099,27559,SO,1,2710
JRT,19R,TAMPA,FL,LOC,18659,19255,15729,14976,SO,1,2710
JST,33,JOHNSTOWN,PA,GS,1846,1794,1967,897,EA,3,2710
JST,33,JOHNSTOWN,PA,LOC,8299,7366,6004,14813,EA,3,2710
JUD,27,DULUTH,MN,GS,8629,9765,8045,15993,GL,3,2710
JUD,27,DULUTH,MN,LOC,4120,4724,4307,1181,GL,3,2710
JUH,28,JEFFERSON,NC,LOC,271728,-1,-1,271728,SO,X,2710
JVH,15,BANGOR,ME,GS,10783,11955,9049,10641,NE,3,2710
JVH,15,BANGOR,ME,LOC,9097,9320,8984,12909,NE,3,2710
JVL,04,JANESVILLE,WI,GS,12284,16662,17177,3582,GL,3,2710
JVL,04,JANESVILLE,WI,LOC,1370,524,6903,649,GL,3,2710
JVW,12,RAYMOND,MS,GS,1945,1282,2048,5267,SO,3,2710
JVW,12,RAYMOND,MS,LOC,10417,9921,6653,19827,SO,3,2710
JVX,34R,FORT WORTH,TX,GS,11723,12003,10661,5379,SW,3,2710
JVX,34R,FORT WORTH,TX,LOC,10409,7935,6957,19996,SW,3,2710
JVY,18,JEFFERSONVILL,IN,GS,3127,3720,3331,2169,SO,2,2710
JVY,18,JEFFERSONVILL,IN,LOC,6411,5038,3219,18941,SO,2,2710
JWN,20,NASHVILLE,TN,GS,2551,3043,2134,2303,SO,2,2710
JWN,20,NASHVILLE,TN,LOC,10269,7808,12343,1975,SO,2,2710
JXN,25,JACKSON,MI,GS,898,0,2100,544,GL,3,2710
JXN,25,JACKSON,MI,LOC,7776,7967,3224,22881,GL,3,2710
JYO,17,LEESBURG,VA,GS,2279,2159,2271,2163,EA,1,2710
JYO,17,LEESBURG,VA,LOC,17828,16158,16308,36485,EA,1,2710
JYV,26L,HOUSTON,TX,GS,4084,4378,5008,939,SW,1,2710
JYV,26L,HOUSTON,TX,LOC,7404,7776,7001,5097,SW,1,2710
JZM,33,LAWRENCE,KS,GS,16137,16815,15997,1121,CE,2,2710
JZM,33,LAWRENCE,KS,LOC,4461,5788,4237,1121,CE,2,2710
JZQ,23,NORFOLK,VA,GS,965,0,2403,2433,EA,3,2710
JZQ,23,NORFOLK,VA,LOC,8909,10196,9677,5766,EA,3,2710
JZW,35L,FORT WORTH,TX,GS,20737,21492,19132,8863,SW,1,2710
JZW,35L,FORT WORTH,TX,LOC,2265,2578,3972,5213,SW,1,2710
KOA,17,HAWAII KAILUA,HI,GS,5207,7670,9761,1016,WP,3,2710
KOA,17,HAWAII KAILUA,HI,LOC,5567,6455,6707,8112,WP,3,2710
LAF,10,LAFAYETTE,IN,GS,4606,5433,4948,1283,GL,3,2710
LAF,10,LAFAYETTE,IN,LOC,1802,2048,1805,225,GL,3,2710
LAL,09,LAKELAND,FL,GS,7269,7689,779,32622,SO,3,2710
LAL,09,LAKELAND,FL,LOC,12761,12922,5212,38794,SO,3,2710
LAN,28L,LANSING,MI,GS,4372,1812,4265,7881,GL,3,2710
LAN,28L,LANSING,MI,LOC,6883,7247,361,34133,GL,3,2710
LAS,26R,LAS VEGAS,NV,GS,12465,12128,6670,29081,WP,1,2710
LAS,26R,LAS VEGAS,NV,LOC,18460,17577,11126,37256,WP,1,2710
LAW,35,LAWTON,OK,GS,2744,2915,1144,8120,SW,3,2710
LAW,35,LAWTON,OK,LOC,3676,2909,4729,1739,SW,3,2710
LAX,25L,LOS ANGELES,CA,GS,14764,15646,11580,34638,WP,1,2710
LAX,25L,LOS ANGELES,CA,LOC,7711,10049,11703,2642,WP,1,2710
LBB,17R,LUBBOCK,TX,GS,5697,5680,4949,3773,SW,3,2710
LBB,17R,LUBBOCK,TX,LOC,4240,5304,4461,3722,SW,3,2710
LBE,24,LATROBE,PA,GS,7431,3162,2751,23714,EA,3,2710
LBE,24,LATROBE,PA,LOC,12619,12822,12162,2841,EA,3,2710
LBF,30,NORTH PLATTE,NE,GS,4139,3650,176,19828,CE,3,2710
LBF,30,NORTH PLATTE,NE,LOC,9114,10603,10755,965,CE,3,2710
LBJ,04,EAGLE RIVER,WI,LOC,41930,40671,45503,34785,GL,3,2710
LBL,35,LIBERAL,KS,GS,2646,2818,1694,4781,CE,3,2710
LBL,35,LIBERAL,KS,LOC,1487,1184,1233,4918,CE,3,2710
LBO,36,LEBANON,MO,LOC,324312,-1,-1,324312,CE,,2710
LBX,17,LAKE JACKSON,TX,GS,6435,7688,6696,677,SW,1,2710
LBX,17,LAKE JACKSON,TX,LOC,2876,3771,3452,297,SW,1,2710
LCH,15,LAKE CHARLES,LA,GS,10178,10997,9522,8718,SW,3,2710
LCH,15,LAKE CHARLES,LA,LOC,1370,1635,876,2500,SW,3,2710
LCI,08,GILFORD,NH,GS,567,0,2149,800,NE,1,2710
LCI,08,GILFORD,NH,LOC,5328,5483,3271,10494,NE,1,2710
LCK,23L,COLUMBUS,OH,GS,6036,0,6735,6580,GL,X,2710
LCK,23L,COLUMBUS,OH,LOC,8187,0,40907,16564,GL,X,2710
LDT,26,LUBBOCK,TX,GS,3482,3992,3088,2908,SW,3,2710
LDT,26,LUBBOCK,TX,LOC,1706,1881,1488,2958,SW,3,2710
LDZ,12L,ST LOUIS,MO,GS,14840,13840,6499,49062,CE,2,2710
LDZ,12L,ST LOUIS,MO,LOC,16133,17032,17504,3467,CE,2,2710
LEI,23L,RALEIGH,NC,GS,2805,3484,2560,4226,SO,2,2710
LEI,23L,RALEIGH,NC,LOC,6577,6991,7098,4297,SO,2,2710
LER,34,BRAINERD,MN,GS,42417,50881,58406,10440,GL,X,2710
LER,34,BRAINERD,MN,LOC,127512,-1,-1,127512,GL,X,2710
LEW,04,LEWISTON,ME,GS,4085,4296,4591,726,NE,3,2710
LEW,04,LEWISTON,ME,LOC,4770,5034,4628,726,NE,3,2710
LEX,04,LEXINGTON,KY,GS,2213,3032,2550,875,SO,3,2710
LEX,04,LEXINGTON,KY,LOC,2221,3009,3981,875,SO,3,2710
LFH,34,FAYETTEVILLE,AR,GS,13654,14422,13162,6944,SW,3,2710
LFH,34,FAYETTEVILLE,AR,LOC,13658,12188,10664,15054,SW,3,2710
LFK,07,LUFKIN,TX,GS,13196,14092,15482,16723,SW,3,2710
LFK,07,LUFKIN,TX,LOC,9324,9498,5986,16723,SW,3,2710
LFT,22L,LAFAYETTE,LA,GS,4324,4638,2677,8402,SW,3,2710
LFT,22L,LAFAYETTE,LA,LOC,3735,3879,4333,4523,SW,3,2710
LGA,04,FLUSHING,NY,GS,11649,10985,6755,24597,EA,1,2710
LGA,04,FLUSHING,NY,LOC,14019,15006,14696,648,EA,1,2710
LGB,30,LONG BEACH,CA,GS,13416,13919,12426,5493,WP,3,2710
LGB,30,LONG BEACH,CA,LOC,8986,8845,7878,5553,WP,3,2710
LGU,17,LOGAN,UT,GS,7285,8128,8234,389,NM,3,2710
LGU,17,LOGAN,UT,LOC,29957,40147,38310,4899,NM,3,2710
LHI,10L,FT LAUDERDALE,FL,GS,7517,6547,8042,297,SO,1,2710
LHI,10L,FT LAUDERDALE,FL,LOC,6129,6549,6083,297,SO,1,2710
LHJ,20,BLOOMINGTON,IL,GS,11033,9741,11223,361,GL,3,2710
LHJ,20,BLOOMINGTON,IL,LOC,9352,7576,10164,361,GL,3,2710
LHM,15,LINCOLN,CA,GS,10246,11388,8500,17087,WP,1,2710
LHM,15,LINCOLN,CA,LOC,18294,18445,15016,17087,WP,1,2710
LHQ,28,LANCASTER,OH,LOC,123886,123444,144738,103034,GL,,2710
LHZ,05,LOUISBURG,NC,GS,1443,1236,1106,3005,SO,2,2710
LHZ,05,LOUISBURG,NC,LOC,3178,2851,3843,3180,SO,2,2710
LIH,35,KAUAI LIHUE,HI,GS,299,170,139,819,WP,3,2710
LIH,35,KAUAI LIHUE,HI,LOC,303,0,303,819,WP,3,2710
LIK,35L,OKLAHOMA CITY,OK,GS,32554,40667,40979,7278,SW,3,2710
LIK,35L,OKLAHOMA CITY,OK,LOC,9080,10735,10177,1016,SW,3,2710
LIP,33L,EAST BOSTON,MA,GS,14901,14620,10727,39983,NE,1,2710
LIP,33L,EAST BOSTON,MA,LOC,4095,12661,13970,463,NE,1,2710
LIT,04L,LITTLE ROCK,AR,GS,7728,8294,8187,3867,SW,3,2710
LIT,04L,LITTLE ROCK,AR,LOC,1996,605,2059,3917,SW,3,2710
LIZ,06L,CLEVELAND,OH,GS,15079,15925,15878,11097,GL,2,2710
LIZ,06L,CLEVELAND,OH,LOC,10813,10944,10545,1349,GL,2,2710
LJU,25,OSCODA,MI,GS,2367,2168,1808,3222,GL,3,2710
LJU,25,OSCODA,MI,LOC,15994,17855,16452,10452,GL,3,2710
LKM,15R,HOUSTON,TX,GS,14355,15704,15996,723,SW,1,2710
LKM,15R,HOUSTON,TX,LOC,9516,9940,8243,8840,SW,1,2710
LKS,29,LOUISVILLE,KY,LOC,6168,6678,4960,8092,SO,2,2710
LKU,27,LOUISA,VA,LOC,225624,-1,-1,225624,EA,X,2710
LLG,05L,GREENSBORO,NC,GS,51164,47865,81920,20408,SO,3,2710
LLG,05L,GREENSBORO,NC,LOC,18854,20618,19550,1729,SO,3,2710
LLH,26,PHILADELPHIA,PA,GS,10121,14067,16326,1401,EA,1,2710
LLH,26,PHILADELPHIA,PA,LOC,6766,9496,10873,1401,EA,1,2710
LLM,32,MC ALLEN,TX,GS,4512,2865,3919,3604,SW,3,2710
LLM,32,MC ALLEN,TX,LOC,10586,11296,10686,3604,SW,3,2710
LLT,34,GILLETTE,WY,GS,29039,34063,31936,17452,NM,X,2710
LLT,34,GILLETTE,WY,LOC,21785,37853,67613,17737,NM,X,2710
LMJ,22,GREER,SC,GS,5972,8072,8156,1467,SO,3,2710
LMJ,22,GREER,SC,LOC,6502,7779,7490,1016,SO,3,2710
LMR,12R,ST LOUIS,MO,GS,12579,12464,8160,22158,CE,2,2710
LMR,12R,ST LOUIS,MO,LOC,9075,9154,7019,20116,CE,2,2710
LMT,32,KLAMATH FALLS,OR,GS,7839,8282,7947,680,NM,3,2710
LMT,32,KLAMATH FALLS,OR,LOC,2215,2780,3298,2160,NM,3,2710
LNK,36,LINCOLN,NE,GS,3466,2416,1007,12315,CE,3,2710
LNK,36,LINCOLN,NE,LOC,6905,6538,4854,11834,CE,3,2710
LNR,27,LONE ROCK,WI,LOC,17226,19304,18459,17671,GL,3,2710
LNS,08,LANCASTER,PA,GS,13641,12913,9064,23021,EA,3,2710
LNS,08,LANCASTER,PA,LOC,3111,3663,3154,1184,EA,3,2710
LNY,03,LANAI LNY CTY,HI,GS,1050,1069,896,1175,WP,1,2710
LNY,03,LANAI LNY CTY,HI,LOC,540,0,312,1175,WP,1,2710
LOT,09,ROMEOVILLE,IL,LOC,197400,-1,-1,197400,GL,X,2710
LOW,01,W YELLOWSTONE,MT,GS,2038,2313,1986,1751,NM,1,2710
LOW,01,W YELLOWSTONE,MT,LOC,5524,5843,6849,1186,NM,1,2710
LOZ,06,LONDON,KY,GS,26322,26732,23565,15628,SO,3,2710
LOZ,06,LONDON,KY,LOC,69098,69424,56996,81200,SO,3,2710
LPA,31,MITCHELL,SD,GS,8429,8278,5589,14905,GL,3,2710
LPA,31,MITCHELL,SD,LOC,3000,3331,2800,4763,GL,3,2710
LPI,17L,COLORADO SPGS,CO,GS,4227,5999,5875,159,NM,3,2710
LPI,17L,COLORADO SPGS,CO,LOC,3824,3824,3590,5426,NM,3,2710
LQG,07,ELYRIA,OH,GS,16701,16519,11883,24868,GL,2,2710
LQG,07,ELYRIA,OH,LOC,7795,9439,8735,11954,GL,2,2710
LQN,22L,EAST BOSTON,MA,GS,16185,17348,14231,29383,NE,1,2710
LQN,22L,EAST BOSTON,MA,LOC,11631,10359,7711,19741,NE,1,2710
LQQ,22L,CHICAGO,IL,GS,17539,16974,15879,8659,GL,1,2710
LQQ,22L,CHICAGO,IL,LOC,6802,9081,12212,8659,GL,1,2710
LQY,22,SPRINGFIELD,IL,GS,8572,7916,8150,2309,GL,3,2710
LQY,22,SPRINGFIELD,IL,LOC,5220,5187,4566,3315,GL,3,2710
LRD,18R,LAREDO,TX,GS,4011,4825,4623,5239,SW,3,2710
LRD,18R,LAREDO,TX,LOC,1248,1000,1149,504,SW,3,2710
LRU,30,LAS CRUCES,NM,GS,6197,6430,4656,7895,SW,3,2710
LRU,30,LAS CRUCES,NM,LOC,4873,5988,6015,1877,SW,3,2710
LSE,18,LA CROSSE,WI,GS,13773,16376,12992,4179,GL,3,2710
LSE,18,LA CROSSE,WI,LOC,26732,32177,26326,10808,GL,3,2710
LSQ,22L,NEWARK,NJ,GS,8538,9455,8576,2164,EA,1,2710
LSQ,22L,NEWARK,NJ,LOC,4735,2310,3681,7804,EA,1,2710
LSW,23L,YPSILANTI,MI,GS,7107,7281,3424,20365,GL,3,2710
LSW,23L,YPSILANTI,MI,LOC,3437,2509,3205,1572,GL,3,2710
LTT,16L,DENVER,CO,GS,21826,25785,26405,179,NM,1,2710
LTT,16L,DENVER,CO,LOC,27588,30776,33530,179,NM,1,2710
LUC,24,MUSCATINE,IA,GS,11169,11908,12268,720,CE,3,2710
LUC,24,MUSCATINE,IA,LOC,8767,8457,1094,38365,CE,3,2710
LUK,21L,CINCINNATI,OH,GS,1992,2094,1359,3576,GL,3,2710
LUK,21L,CINCINNATI,OH,LOC,2957,3036,679,11410,GL,3,2710
LVF,31L,DALLAS,TX,GS,5063,4674,4735,8280,SW,2,2710
LVF,31L,DALLAS,TX,LOC,2707,2381,1259,8093,SW,2,2710
LVK,25R,LIVERMORE,CA,GS,3427,3575,3297,702,WP,3,2710
LVK,25R,LIVERMORE,CA,LOC,7535,8544,7996,629,WP,3,2710
LVN,30,LAKEVILLE,MN,GS,4042,4545,5711,367,GL,1,2710
LVN,30,LAKEVILLE,MN,LOC,1036,1093,1082,367,GL,1,2710
LWB,04,LEWISBURG,WV,GS,9825,8619,4706,25930,EA,3,2710
LWB,04,LEWISBURG,WV,LOC,9219,10128,9622,1130,EA,3,2710
LWM,05,LAWRENCE,MA,GS,11363,13467,13199,6564,NE,3,2710
LWM,05,LAWRENCE,MA,LOC,6416,5710,5645,3938,NE,3,2710
LWN,13R,DAL-FT WORTH,TX,GS,6515,10556,11357,2956,SW,1,2710
LWN,13R,DAL-FT WORTH,TX,LOC,2629,2643,2541,2421,SW,1,2710
LWR,17,WEST MEMPHIS,AR,GS,7484,7974,8514,174,SW,3,2710
LWR,17,WEST MEMPHIS,AR,LOC,12858,21860,31432,1327,SW,3,2710
LWS,26,LEWISTON,ID,GS,4101,4189,3736,2023,NM,3,2710
LWS,26,LEWISTON,ID,LOC,4224,2894,2783,7206,NM,3,2710
LXB,10L,PITTSBURGH,PA,GS,9512,11044,11969,4538,EA,2,2710
LXB,10L,PITTSBURGH,PA,LOC,11045,7145,6021,26433,EA,2,2710
LYH,04,LYNCHBURG,VA,GS,1016,0,801,2676,EA,3,2710
LYH,04,LYNCHBURG,VA,LOC,7954,7809,7055,4541,EA,3,2710
LZW,11,OLNEY/NOBLE,IL,LOC,12864,5442,10784,13615,GL,X,2710
LZY,05R,GREENSBORO,NC,GS,29332,29188,27048,11746,SO,3,2710
LZY,05R,GREENSBORO,NC,LOC,23733,24189,22720,5861,SO,3,2710
MAC,10,MACON,GA,LOC,7062,9400,9192,989,SO,1,2710
MAF,10,MIDLAND,TX,GS,2164,2164,1985,2744,SW,3,2710
MAF,10,MIDLAND,TX,LOC,3395,838,2429,12818,SW,3,2710
MAY,07,CADILLAC,MI,GS,19848,18690,5554,73738,GL,3,2710
MAY,07,CADILLAC,MI,LOC,15004,15470,13846,11124,GL,3,2710
MBL,28,MANISTEE,MI,GS,16725,14596,10652,37500,GL,3,2710
MBL,28,MANISTEE,MI,LOC,18101,10551,9370,43853,GL,3,2710
MBS,05,FREELAND,MI,GS,35882,49129,36610,5144,GL,3,2710
MBS,05,FREELAND,MI,LOC,5414,4323,4762,8962,GL,3,2710
MCB,16,MCCOMB,MS,GS,13795,14822,14758,657,SO,3,2710
MCB,16,MCCOMB,MS,LOC,9525,11355,11210,657,SO,3,2710
MCC,16,MCCLELLAN,CA,GS,65930,48558,124518,7342,WP,X,2710
MCC,16,MCCLELLAN,CA,LOC,43953,51513,62258,7342,WP,X,2710
MCE,30,MERCED,CA,GS,8315,8711,7312,5040,WP,1,2710
MCE,30,MERCED,CA,LOC,8321,8338,4788,17882,WP,3,2710
MCG,16,MCGRATH,AK,LOC,1597,1278,514,5712,AL,3,2710
MCK,12,MCCOOK,NE,GS,2910,2705,872,10207,CE,3,2710
MCK,12,MCCOOK,NE,LOC,14110,14391,11735,11888,CE,3,2710
MCN,05,MACON,GA,GS,5082,8803,11251,1350,SO,3,2710
MCN,05,MACON,GA,LOC,8457,8767,1245,41890,SO,3,2710
MCU,04,ROCHESTER,NY,GS,16528,15792,12237,29625,EA,3,2710
MCU,04,ROCHESTER,NY,LOC,11329,10413,13176,2405,EA,3,2710
MCW,36,MASON CITY,IA,GS,62955,76083,79465,29935,CE,3,2710
MCW,36,MASON CITY,IA,LOC,5263,5155,9787,9774,CE,3,2710
MDC,15R,EAST BOSTON,MA,GS,8497,11179,7990,16881,NE,1,2710
MDC,15R,EAST BOSTON,MA,LOC,8681,13327,13290,981,NE,1,2710
MDH,18L,CARBONDALE,IL,GS,9225,9924,7832,7112,GL,3,2710
MDH,18L,CARBONDALE,IL,LOC,9713,11006,12943,14474,GL,3,2710
MDI,31,BEMIDJI,MN,GS,6710,5161,4445,31396,GL,2,2710
MDI,31,BEMIDJI,MN,LOC,16400,15485,14506,9777,GL,2,2710
MDK,17L,SACRAMENTO,CA,GS,9920,9759,4779,27706,WP,2,2710
MDK,17L,SACRAMENTO,CA,LOC,7218,5998,3951,16830,WP,2,2710
MDQ,18,MERIDIANVILLE,AL,GS,13732,14383,12959,4591,SO,3,2710
MDQ,18,MERIDIANVILLE,AL,LOC,12348,14227,13862,4591,SO,3,2710
MDT,13,MIDDLETOWN,PA,GS,7521,8280,10351,15247,EA,3,2710
MDT,13,MIDDLETOWN,PA,LOC,7477,8703,6911,2836,EA,3,2710
MDW,13C,CHICAGO,IL,GS,11158,11753,10702,5283,GL,1,2710
MDW,13C,CHICAGO,IL,LOC,12205,10790,3531,43392,GL,1,2710
MEB,05,MAXTON,NC,GS,138421,137479,180063,96779,EA,X,2710
MEB,05,MAXTON,NC,LOC,79831,70078,98281,6028,EA,X,2710
MED,10L,CHICAGO,IL,GS,32411,31776,14933,94669,GL,1,2710
MED,10L,CHICAGO,IL,LOC,12861,14167,12316,21582,GL,1,2710
MEI,01,MERIDIAN,MS,GS,6630,7587,6493,4403,SO,3,2710
MEI,01,MERIDIAN,MS,LOC,1051,1470,1657,384,SO,3,2710
MEM,09,MEMPHIS,TN,GS,7295,6664,6982,1895,SO,1,2710
MEM,09,MEMPHIS,TN,LOC,1648,569,1720,882,SO,1,2710
MER,31,ATWATER,CA,GS,1859,2043,1778,1689,WP,X,2710
MER,31,ATWATER,CA,LOC,1648,2141,1773,1689,WP,X,2710
MFA,08R,MIAMI,FL,GS,2352,8,3403,1134,SO,1,2710
MFA,08R,MIAMI,FL,LOC,5550,5763,3994,7782,SO,1,2710
MFD,32,MANSFIELD,OH,GS,1097,936,83,5094,GL,3,2710
MFD,32,MANSFIELD,OH,LOC,2733,2971,1697,9751,GL,3,2710
MFE,14,MC ALLEN,TX,GS,2039,2326,3740,1977,SW,3,2710
MFE,14,MC ALLEN,TX,LOC,701,856,621,416,SW,3,2710
MFR,14,MEDFORD,OR,GS,4529,4126,4384,3459,NM,3,2710
MFR,14,MEDFORD,OR,LOC,3794,5461,4801,1401,NM,3,2710
MFV,03,MELFA,VA,LOC,16657,15443,15225,19523,EA,X,2710
MGJ,04,MONTGOMERY,NY,GS,11916,12504,12246,1661,EA,1,2710
MGJ,04,MONTGOMERY,NY,LOC,6283,6125,3403,15100,EA,1,2710
MGM,10,MONTGOMERY,AL,GS,3142,3316,2131,5188,SO,3,2710
MGM,10,MONTGOMERY,AL,LOC,5834,5549,2602,16297,SO,3,2710
MGW,18,MORGANTOWN,WV,GS,6112,7320,7383,1322,EA,3,2710
MGW,18,MORGANTOWN,WV,LOC,3888,4364,4143,1856,EA,3,2710
MGX,32,NEWTON,IA,GS,10346,12131,9686,7349,CE,3,2710
MGX,32,NEWTON,IA,LOC,12692,14615,16733,18507,CE,3,2710
MGY,20,DAYTON,OH,LOC,4641,5108,4711,323,GL,3,2710
MHK,03,MANHATTAN,KS,GS,9442,11078,9949,8689,CE,3,2710
MHK,03,MANHATTAN,KS,LOC,4541,210,4145,13996,CE,3,2710
MHR,22L,SACRAMENTO,CA,GS,14928,-1,-1,14928,WP,X,2710
MHR,22L,SACRAMENTO,CA,LOC,11004,8666,9410,12318,WP,X,2710
MHT,35,MANCHESTER,NH,GS,10218,11162,11679,610,NE,3,2710
MHT,35,MANCHESTER,NH,LOC,2784,1822,3143,1852,NE,3,2710
MIA,27,MIAMI,FL,GS,2171,2131,2022,773,SO,1,2710
MIA,27,MIAMI,FL,LOC,3898,4986,6745,1520,SO,1,2710
MIV,10,MILLVILLE,NJ,GS,12197,13131,12629,5573,EA,3,2710
MIV,10,MILLVILLE,NJ,LOC,9159,9086,8444,5573,EA,3,2710
MJE,06,MANCHESTER,NH,GS,8217,8106,6931,7138,NE,3,2710
MJE,06,MANCHESTER,NH,LOC,2839,2468,2179,3970,NE,3,2710
MJX,06,TOMS RIVER,NJ,GS,6502,4760,6786,4490,EA,3,2710
MJX,06,TOMS RIVER,NJ,LOC,7852,7457,5573,13329,EA,3,2710
MKC,19,KANSAS CITY,MO,GS,9047,7208,6570,21029,CE,3,2710
MKC,19,KANSAS CITY,MO,LOC,4847,4520,4562,3247,CE,3,2710
MKE,01L,MILWAUKEE,WI,GS,24046,24315,23614,3103,GL,2,2710
MKE,01L,MILWAUKEE,WI,LOC,7241,7796,8938,1570,GL,2,2710
MKG,32,MUSKEGON,MI,GS,1984,1506,2869,2360,GL,3,2710
MKG,32,MUSKEGON,MI,LOC,2255,3410,3727,1739,GL,3,2710
MKJ,26,MARION,VA,LOC,132384,113114,251323,13445,SO,X,2710
MKL,02,JACKSON,TN,GS,4117,4557,4198,370,SO,3,2710
MKL,02,JACKSON,TN,LOC,837,829,734,2694,SO,3,2710
MKT,33,MANKATO,MN,GS,819,0,947,485,GL,3,2710
MKT,33,MANKATO,MN,LOC,1126,0,2629,2717,GL,3,2710
MKZ,07R,LOS ANGELES,CA,GS,9261,9377,7465,16446,WP,1,2710
MKZ,07R,LOS ANGELES,CA,LOC,9307,9941,8339,15011,WP,1,2710
MLB,09R,MELBOURNE,FL,GS,7089,7262,6204,5695,SO,3,2710
MLB,09R,MELBOURNE,FL,LOC,1118,845,1350,203,SO,3,2710
MLC,02,MCALESTER,OK,LOC,24759,24918,17804,39632,SW,X,2710
MLI,09,MOLINE,IL,GS,7772,9202,9719,16136,GL,3,2710
MLI,09,MOLINE,IL,LOC,3672,2551,1495,12730,GL,3,2710
MLT,29,MILLINOCKET,ME,LOC,307512,-1,-1,307512,NE,,2710
MLU,04,MONROE,LA,GS,7709,8136,7685,873,SW,3,2710
MLU,04,MONROE,LA,LOC,234,0,306,193,SW,3,2710
MMU,23,MORRISTOWN,NJ,GS,3123,3359,2197,5404,EA,3,2710
MMU,23,MORRISTOWN,NJ,LOC,4851,3842,2477,15722,EA,3,2710
MMV,22,MCMINNVILLE,OR,GS,3343,2375,4251,766,NM,3,2710
MMV,22,MCMINNVILLE,OR,LOC,1907,1732,732,5881,NM,3,2710
MNA,17,MANCHESTER,NH,GS,6197,6187,7511,3969,NE,3,2710
MNA,17,MANCHESTER,NH,LOC,4426,5831,12681,6802,NE,3,2710
MNK,13,ROCHESTER,MN,GS,4321,4459,937,20837,GL,3,2710
MNK,13,ROCHESTER,MN,LOC,5422,5466,2143,19108,GL,3,2710
MOB,15,MOBILE,AL,GS,6048,5608,6713,28733,SO,3,2710
MOB,15,MOBILE,AL,LOC,9520,13814,15559,1713,SO,3,2710
MOD,28R,MODESTO,CA,GS,5766,6223,5328,2380,WP,3,2710
MOD,28R,MODESTO,CA,LOC,5733,6024,573,27643,WP,3,2710
MOH,31L,JAMAICA,NY,GS,10960,10177,6181,23910,EA,1,2710
MOH,31L,JAMAICA,NY,LOC,6390,7357,7129,8896,EA,1,2710
MOR,05,MORRISTOWN,TN,LOC,89467,40784,117335,5862,SO,X,2710
MOT,31,MINOT,ND,GS,7278,7610,638,34276,GL,3,2710
MOT,31,MINOT,ND,LOC,895,0,2205,605,GL,3,2710
MOY,16L,SALT LAKE CITY,UT,GS,16502,18293,14761,16754,NM,1,2710
MOY,16L,SALT LAKE CITY,UT,LOC,23750,25040,21835,62339,NM,1,2710
MPV,17,MONTPELIER,VT,GS,308,0,582,150,NE,3,2710
MPV,17,MONTPELIER,VT,LOC,1177,412,1297,2119,NE,3,2710
MQB,27,MACOMB,IL,LOC,175296,-1,-1,175296,GL,X,2710
MQJ,25,INDIANAPOLIS,IN,GS,6226,6324,3514,13566,GL,2,2710
MQJ,25,INDIANAPOLIS,IN,LOC,3837,3324,3370,2461,GL,2,2710
MQK,14,YOUNGSTOWN,OH,GS,3164,3905,4570,2172,EA,3,2710
MQK,14,YOUNGSTOWN,OH,LOC,5828,6573,4445,11044,EA,3,2710
MQS,29,COATESVILLE,PA,GS,6818,7116,846,29885,EA,3,2710
